chapter_no,verse_no,translation
10,29,Among Nagas I am infinite; Varuna is among those who live in water. I am Arya in Pitrgana;  I am Yamadharmaraja among those who give the rule of Nyaya-Dharma.
10,30,"Among the giants I do not rejoice; I am time, which controls everything. Know that I am the lion among beasts and the eagle among birds."
10,31,"I am a gas among the holy ones; Rama is among the surgeons. Among the aquatic animals is the Makara (crocodile), and among the flowing rivers is the Ganges."
10,32,"Know, O Arjuna, that I am the beginning, the middle and the end of all creation. In education I am the spiritual education, and in discussions I am the logical decision."
10,33,"A-karamanu in letters; Duality of problems in problems. I am the infinite time, and Brahman among the creators."
10,34,"I am the all-consuming death, I am the producer of all that is to come.  In female characteristics I am fame, wealth, fine speech, memory, intelligence, courage and forgiveness."
10,35,"In the Sama Vedic mantras know that I am Brihatsama; Among the rhymes, Gayatri Chandasa is Nene. Margasirsha month in the Hindava almanac, and the spring that brings forth the flowers of the seasons."
10,36,"I am a gambler among cheaters; I am the brightest among the brightest. I am victory among the victorious, and determination among the determined, and virtue among the righteous."
10,37,Among the descendants of Vrishni I am Krishna and among the Pandavas I am Arjuna. Know that Veda Vyasa is among the ancients and Shukracharya is among the great thinkers.
10,38,Among the measures to prevent injustice I am righteous punishment and good behavior among the ambitious. I am silent in secrets. I am the wisest of the wise.
10,39,"I, Arjuna, am the original productive seed of creation of all demons.  Not even a carnivorous creature is without Me."
10,40,"There is no end to my divine delights, O Parantapa. What I have said so far is only a small part of my infinite glories."
10,41,"If you see anything beautiful, anything wonderful, or anything powerful, know it as the taluk of My beauty."
10,42,"What is the need for this vast knowledge, O Arjuna? Just know this, with just one tiny aspect of me, permeating the entire universe and sustaining it."
11,1,"After hearing this supremely secret spiritual knowledge which You have graciously revealed to me, my delusion is now gone."
11,2,"I have heard from you in great detail about the production and non-manifesting of all beings, O lotus-eyed one, I have also heard about your eternal greatness."
11,3,"O Lord, You are exactly such a divine form as You have said You are. Now I feel the desire to see your divine form, O Purushotta."
11,4,"Oh Yogeshwara, if you think I have the power to see it, please show me its eternal, eternal cosmic form."
11,5,"Sri Bhagavan said: Behold, O Partha, the hundreds of thousands of wonderful forms of Me of various shapes, sizes and colors."
11,6,"See in me, O descendant of Bharata, (twelve) sons of Aditi, (eight) Vasus, (eleven) Rudras, (two) sons of Ashwini, besides, (forty-nine) Maruts and many other wonders which have not been performed before."
11,7,"O Arjuna, see now the world in which all beings are gathered together, in my cosmic form. And if you want to see anything else, see them all in my universe form."
11,8,"But, you cannot see my cosmic form with your natural eyes. Therefore, I grant you divine vision. Behold my great glory."
11,9,"Sanjaya said: O Maharaja, Pidapa who spoke thus, that Yogeshvara Sri Krishna, showed Arjuna His divine and glorious form."
11,10,"In its cosmic form, Arjuna saw infinite faces and eyes. They have many divine ornaments and many kinds of divine weapons. The form has many garlands on its body and is fragrant with divine fragrance. Sarvatra manifests Himself with His face as the great infinite Ishvara."
11,11,"In its cosmic form, Arjuna saw infinite faces and eyes. They have many divine ornaments and many kinds of divine weapons. The form has many garlands on its body and is fragrant with divine fragrance. Sarvatra manifests Himself with His face as the great infinite Ishvara."
11,12,Even a thousand suns shining in the sky at the same time cannot match the brilliance of that supreme form.
11,13,"There, in the body of that god, Arjuna saw that all the universes were in one place."
11,14,"Then Arjuna, who was overwhelmed with paramascharya and his hair was matted, bowed his head with folded hands and praised the Lord in this way."
11,15,"Arjuna said, O Sri Krishna, in your body I see - all the gods, many crores of living beings, Lord Brahma seated on a lotus, Lord Shiva, all the sages, and the divine serpents."
11,16,"I see in all directions Your infinite forms with innumerable arms, bellies, faces and eyes. O Vishvesvara, the universe is your embodiment, I do not see any primordial changes in you."
11,17,"I see your all-shining form, crowned and armed with chakra-gada weapons. It is difficult to see you because of your radiance like the sun that spreads fire in all directions."
11,18,"I have come to know that You are the imperishable Supreme Lord, the Supreme Truth propounded by the Vedas. You are the foundation of all creation; You are the eternal protector of Sanatana Dharma; You are the Eternal Supreme Lord."
11,19,"Thou art without beginning-middle-end; Your powers are limitless. You have infinite arms; Sun and moon are like your eyes and fire is like your mouth. I behold Thee, Who warmest all creation with Thy radiance."
11,20,"You are pervading all the middle space from Devi to Bhuvi and also in all directions.  O Mahatma, beholding Your glorious and terrifying form, I observe that even the thorns tremble with fear."
11,21,All the gods are entering into you and taking shelter of you. Some are fearfully glorifying you with folded hands. Sages and Siddhas praise you with auspicious hymns and hymns.
11,22,"The Rudras, the Adityas, the Vasus, the Sadhyas, the Visvadevatas, the sons of the Ashwinis, the Maruts, the Pitras, the Gandharvas, the Yakshas, ​​the Asuras and the Siddhas all gaze upon You with awe."
11,23,"O great Lord, all the worlds and I are in awe of Your magnificent form with many mouths, arms, legs, legs, bellies and terrible teeth."
11,24,"O Vishnu - touching the sky, shining with many colors, with mouth wide open, eyes like wide fire pits - seeing your form, my heart trembles with fear.  I lost courage and peace of mind."
11,25,"With many mouths with terrible teeth, like a blazing fire seen at the time of deluge, you who are there, Pidapa who I see, I forget where I am and where I am going. O God God, Thou art the refuge of the world; Please have mercy on me."
11,26,"All the sons of Dhritarashtra, including their fellow kings, Bhishma, Dronacharya, Karna and even the warriors on our side are rushing headlong into your terrible mouths. I see the heads of some crushed between your fierce teeth."
11,27,"All the sons of Dhritarashtra, including their fellow kings, Bhishma, Dronacharya, Karna and even the warriors on our side are rushing headlong into your terrible mouths. I see the heads of some crushed between your fierce teeth."
11,28,"As the waves of many rivers flowing into the sea come and go together, all these mighty warriors are entering into your shining countenances.  Just as fireflies come with great speed and fall into the fire and are destroyed, so the armies of these are entering into your mouths."
11,29,"As the waves of many rivers flowing into the sea come and go together, all these mighty warriors are entering into your shining countenances.  Just as fireflies come with great speed and fall into the fire and are destroyed, so the armies of these are entering into your mouths."
11,30,"You are smacking away many creatures in all directions with your terrible tongues and devouring them with your flaming mouths. Hey Vishnu! You burn the whole world with your terrible, all-pervading rays of light."
11,31,"Tell me who you are, you hideous face. O God, I prostrate before you; Please have mercy on me. I want to know who you are before all creation, because I cannot understand your nature and behavior."
11,32,"Sri Bhagavan said thus: I am Mahakalam, the root cause of destruction of all worlds. Without your intervention, none of the warriors standing in opposition would survive (perish)."
11,33,"So, O Savyasachi, Lemmu, gain glory! Conquer the enemies and experience the rich empire. These warriors have been killed by me before and can only be a tool in my work."
11,34,"Dronacharya, Bhishma, Jayadratha, Karna and other mighty warriors have already been killed by me. So, finish them off without getting depressed. Just fight, you will win this war against the enemies."
11,35,"Sanjay spoke: After hearing the words spoken by Kesha, Arjuna trembled with fear. With joined hands, I bowed down before Shri Krishna and uttered this in a hoarse voice, filled with fear."
11,36,"Arjuna said: O Hrishikesa (master of the senses), the whole world is full of joy and love for you, glorifying you. It is appropriate. The demons are running away from you in all directions in terror and many Siddhaganas are bowing down to you."
11,37,"O Mahatma, why should not even those superior to Brahma, the original creator, prostrate before you? O Ananthu, O Lord of the Gods, O Shelter of the world, You are the Supreme Personality of Godhead."
11,38,"Thou art the eternal God and the primordial God; You are the only support and refuge for the entire universe. You are the All-Knowing and the One to be known. You are Parandham. O Anantarupa, you are the one who pervades the entire universe."
11,39,"You are the Lord of Air, the Lord of Yamadharma, the Lord of Fire, the Lord of Varuna and the Moon. You are the creator Brahma and the father of all demons. I bow to you thousands of times, I bow again and again."
11,40,"O Lord of infinite potencies, I bow to You both in front and behind, in fact I bow from all sides! You are omnipotent and all-pervading, therefore everything is Your form."
11,41,"Thinking that you are my sakhud (friend), I called you ""O Krishna"", ""O Yadava"", ""O my dear friend"" with great joy. Not knowing your majesty, I behaved carelessly and excessively. While playing, while resting, while sitting, while eating, while alone or in the presence of others, if I have behaved rudely towards you, even as a joke, I apologize for that."
11,42,"Thinking that you are my sakhud (friend), I called you ""O Krishna"", ""O Yadava"", ""O my dear friend"" with great joy. Not knowing your majesty, I behaved carelessly and excessively. While playing, while resting, while sitting, while eating, while alone or in the presence of others, if I have behaved rudely towards you, even as a joke, I apologize for that."
11,43,"You are the father of the entire universe and all living beings.  You are the supreme worshiper and the supreme spiritual guru. O one of unequaled power, when you have no equal in the heavens, who can surpass you?"
11,44,"That is why, O Lord, I bow down to you and beg for your grace.  As a father forbears his son, as a friend forgives his friend, as a lover forgives his beloved, please forgive my trespasses."
11,45,"Pidapa, seeing your cosmic form which I have never seen before, I feel blissful. However, my mind was trembling with fear. Please have mercy on me and show me again your pleasing form, O Lord God, O Giver of refuge to the world."
11,46,"O One with a thousand hands, even the universe embodied in You, I want to see You in Your four-cornered form, wearing a crown, holding a wheel and a club."
11,47,"Sri Bhagavan said: Pleased by you, Arjuna, I have shown you my radiant, infinite and eternal original cosmic form through my Yogamaya Shakti. No one has seen this form before you."
11,48,"Not by the study of the Vedas, not by the performance of sacrifices, not by austerities and alms, but by the observance of severe austerities, no human being has ever seen what you have seen, O warrior warrior."
11,49,"Do not be afraid of that terrible form of mine, do not be deluded. See my personal form once again with fearless contentment."
11,50,"Sanjaya spoke thus: Having spoken thus, Pidapa, the son of the benevolent Vasudeva, again showed his (quadrupedal) embodied form. Next, assuming a gentle (two-shouldered) form, he further calmed the frightened Arjuna."
11,51,"Arjuna said: O Sri Krishna, seeing your gentle (two-armed) human form, I regained my composure and my mind returned to its natural state."
11,52,"Sri Bhagavan said: It is very rare to see the form of Me that you see.  Even the gods wish to see it. Not by Vedadhyayana, not by penances, not by charity or by Yajnas, I do not appear as you have seen so far."
11,53,"Sri Bhagavan said: It is very rare to see the form of Me that you see.  Even the gods wish to see it. Not by Vedadhyayana, not by penances, not by charity or by Yajnas, I do not appear as you have seen so far."
11,54,"O Arjuna, only by unalloyed devotion can I truly know myself standing before you. O Parantapa, thus having obtained my divine vision Pidapa may attain the state of unity with Me."
11,55,"Those who do all karmas for Me, depend on Me and are devoted to Me, free from selfishness, free from animosity towards all demons, such devotees will surely reach Me."
12,1,"Arjuna asked: Those who are always devoted to your embodied form and those who worship the formless Brahman - of these two types, who do you consider to be more excellent in yoga?"
12,2,"Sri Bhagavan said: I consider those who have fixed their minds on Me and are constantly engaged in devotion to Me with firm faith, to be the best yogis."
12,3,"Those who worship the Formless Tattva of the Supreme Truth - imperishable, indefinable, immanent, all-pervading, beyond the senses, changeless, eternal and immovable - restraining the senses, being omniscient and engaged in the welfare of all beings - attain Me."
12,4,"Those who worship the Formless Tattva of the Supreme Truth - imperishable, indefinable, immanent, all-pervading, beyond the senses, changeless, eternal and immovable - restraining the senses, being omniscient and engaged in the welfare of all beings - attain Me."
12,5,"For those interested in the immanence of the mind, the path of Siddhi is fraught with difficulties. Worshiping the immanent is very difficult for material beings."
12,6,"But those who dedicate all their deeds to Me, regard Me as the supreme goal, worship Me and meditate on Me with unalloyed devotion, O Partha, I will quickly liberate them from this ocean of mortals, as if their innermost being is united with Me."
12,7,"But those who dedicate all their deeds to Me, regard Me as the supreme goal, worship Me and meditate on Me with unalloyed devotion, O Partha, I will quickly liberate them from this ocean of mortals, as if their innermost being is united with Me."
12,8,"Fix your mind on me and offer your mind to me. After that, you will always reside in me. No doubt about it."
12,9,"If you cannot fix the mind on Me, O Arjuna, practice remembering Me with devotion, restraining the mind from worldly matters."
12,10,"If you cannot practice remembering Me with devotion, try to do things for Me. By performing devotional service in this way, you can attain perfection."
12,11,"If you cannot work for Me with devotion, try to renounce the fruits of your karma and be steady in spirit."
12,12,"Knowledge is better than mechanical learning; Meditation is better than knowledge. Sacrifice for the fruit of karma is better than meditation, because peace is attained immediately after such a sacrifice."
12,13,"Those devotees who are non-hatred, friendly and compassionate towards all living beings are very dear to me. They are unattached/uninterested in property/money and without ego, equal in both happiness and sorrow and ever forgiving. They are always united with Me with contentment, devotion, self-restraint, strong will and offering mind to Me."
12,14,"Those devotees who are non-hatred, friendly and compassionate towards all living beings are very dear to me. They are unattached/uninterested in property/money and without ego, equal in both happiness and sorrow and ever forgiving. They are always united with Me with contentment, devotion, self-restraint, strong will and offering mind to Me."
12,15,"My devotees are very dear to me who do not cause pain (trouble) to anyone in the world and who are not agitated by anyone, who remain one in pleasures and pains, and who are free from fear and anxiety."
12,16,"My devotees who are disinterested in worldly gains, outwardly chaste, efficient, dispassionate, free from disturbance and unselfish in all affairs are very dear to Me."
12,17,"Those who do not enjoy worldly pleasures and do not suffer from worldly miseries, who do not suffer loss or strive for gain, who renounce both good and bad deeds, such people, full of devotion, are very dear to me."
12,18,"He who is equal to friends and foes, indifferent to honor and dishonor, equal to heat and cold, to pleasure and pain, and shuns evil company; Those who take insult and praise alike, who meditate in silence, who are content with what they have, who are uninterested in abode, whose mind is fixed on Me, who are filled with devotion to Me, such persons are very dear to Me."
12,19,"He who is equal to friends and foes, indifferent to honor and dishonor, equal to heat and cold, to pleasure and pain, and shuns evil company; Those who take insult and praise alike, who meditate in silence, who are content with what they have, who are uninterested in abode, whose mind is fixed on Me, who are filled with devotion to Me, such persons are very dear to Me."
12,20,"Those who respect this Gnanamrita declared here and have faith in Me and devotion to Me as the ultimate goal, they are dearest to Me."
13,1,"Arjuna said, ""O Kesava, what is Prakriti and Purusha, what is Kshetra and Ksetrajna? I want to know. What is true knowledge and what is the goal of such knowledge?"""
13,2,"The Supreme Divine Lord spoke thus: O Arjuna, this body is the field, and that which is known about this body is the kshetrajna - both of which have been said by sages well versed."
13,3,"O descendant of Bharata, I am also the one who has reached every field. To know that this body is the kshetra (place of activity) and that the soul and the divine are kshetrajnas (pervaders of the field) is what I consider true knowledge."
13,4,"Listen, I will explain to you what the field is and its nature. I will also explain how the change occurs in it, what it is created by, who the Kshetrajna is and what is his power."
13,5,"The great sages have explained the truth about Kshetra and Kshetrajna in many ways. It is also stated in many Vedic mantras, especially in the Brahma Sutras where it is reasonably and conclusively stated."
13,6,"Its field consists of the five great demons, the ego, the intellect, the immanent nature, the eleven senses (the five sense organs, the five karmandriyas, the mind), and the five sense objects."
13,7,"Desire and hatred, happiness and sorrow, body, consciousness, mental force - all these together are called kshetra and its changes (vikaramula)."
13,8,"modesty; Being free from ego (artificial intelligence); non-violence; Attribute of forgiveness; Simplicity; Guru Seva; Purity of body and mind; A still mind; and soul-control; disinterest in sensual objects; to have no pride; Remembering the state of birth, death, disease, disease; Infertility; Being free from attachment (yava) to wife(husband), children, house; Being equanimous in life's favorable or unfavorable situations; To have unceasing and exclusive devotion to Me; A preference for seclusion and disinterest in worldly society; Unwavering faith in spiritual knowledge; and the search for the ultimate truth - all these I regard as knowledge, and the opposite of these I call ignorance."
13,9,"modesty; Being free from ego (artificial intelligence); non-violence; Attribute of forgiveness; Simplicity; Guru Seva; Purity of body and mind; A still mind; and soul-control; disinterest in sensual objects; to have no pride; Remembering the state of birth, death, disease, disease; Infertility; Being free from attachment (yava) to wife(husband), children, house; Being equanimous in life's favorable or unfavorable situations; To have unceasing and exclusive devotion to Me; A preference for seclusion and disinterest in worldly society; Unwavering faith in spiritual knowledge; and the search for the ultimate truth - all these I regard as knowledge, and the opposite of these I call ignorance."
13,10,"modesty; Being free from ego (artificial intelligence); non-violence; Attribute of forgiveness; Simplicity; Guru Seva; Purity of body and mind; A still mind; and soul-control; disinterest in sensual objects; to have no pride; Remembering the state of birth, death, disease, disease; Infertility; Being free from attachment (yava) to wife(husband), children, house; Being equanimous in life's favorable or unfavorable situations; To have unceasing and exclusive devotion to Me; A preference for seclusion and disinterest in worldly society; Unwavering faith in spiritual knowledge; and the search for the ultimate truth - all these I regard as knowledge, and the opposite of these I call ignorance."
13,11,"modesty; Being free from ego (artificial intelligence); non-violence; Attribute of forgiveness; Simplicity; Guru Seva; Purity of body and mind; A still mind; and soul-control; disinterest in sensual objects; to have no pride; Remembering the state of birth, death, disease, disease; Infertility; Being free from attachment (yava) to wife(husband), children, house; Being equanimous in life's favorable or unfavorable situations; To have unceasing and exclusive devotion to Me; A preference for seclusion and disinterest in worldly society; Unwavering faith in spiritual knowledge; and the search for the ultimate truth - all these I regard as knowledge, and the opposite of these I call ignorance."
13,12,"modesty; Being free from ego (artificial intelligence); non-violence; Attribute of forgiveness; Simplicity; Guru Seva; Purity of body and mind; A still mind; and soul-control; disinterest in sensual objects; to have no pride; Remembering the state of birth, death, disease, disease; Infertility; Being free from attachment (yava) to wife(husband), children, house; Being equanimous in life's favorable or unfavorable situations; To have unceasing and exclusive devotion to Me; A preference for seclusion and disinterest in worldly society; Unwavering faith in spiritual knowledge; and the search for the ultimate truth - all these I regard as knowledge, and the opposite of these I call ignorance."
13,13,"That which must be known, I will now tell you, after knowing it, one becomes immortal. That is the eternal Brahman which is beyond sat and asat."
13,14,"Everywhere are His feet, eyes, heads and faces. His ears are also in all places, for He pervades the whole world."
13,15,"Although He can know all sense objects, He is senseless. He is not attached to anything, yet He is the preserver and nurturer of all. Although He is Nirguna, He is the Bhokta of the trigunas of nature."
13,16,"He is present both outside and inside all material demons. He is subtle, so we cannot understand Him. Far away but also very close."
13,17,"He is indivisible, yet He is seen as different in all beings. Know that the Lord is the Sustainer-Sustainer, Sustainer and Creator of all bhutams (living beings)."
13,18,"He is the source of light among all luminaries, and the ultimate transcendence of the darkness of ignorance. He is knowledge, He is the object of knowledge, and He is the object of knowledge. He is in the hearts of all beings."
13,19,"Thus I have explained to you the nature of the field, the meaning of knowledge, and the subject of knowledge. Only My devotees can truly understand this, and those who do so, they attain My divine nature."
13,20,Both Prakriti (physical nature) and Purusha (souls) are also anadiyana (sanatana). Know that all changes in the body and even the trigunas of nature are caused by material energy.
13,21,That physical energy is the cause of action in creation; It is said that Jivatma is responsible for experiencing pleasure and pain.
13,22,"Whenever the Purusha (Jivatma) residing in Prakriti (physical energy) wants to enjoy the trigunas, it is Mamakarasakti for them, that Jivatma becomes the cause of high birth and low birth."
13,23,"The Supreme Lord also resides in the body itself. He is said to be the All-Witness, the All-Appointer, the Sustainer, the Eternal Sustainer, the Supreme Authority and the Supreme Soul."
13,24,"Those who understand the reality of the trinity of Paramatma, Jivatma, material nature and prakriti, will never be born here again. They will be liberated regardless of their current condition."
13,25,"Some try to see the divine in their heart through meditation; And others seek to attain this through the acquisition of knowledge, and still others strive to attain this knowledge through the path of karma."
13,26,"And some who are not aware of these spiritual paths, hear about them from others and start worshiping the Supreme Lord.  By listening to the Mahatmas with devotion like this, they too can gradually cross this ocean of birth and death."
13,27,"O best of the Bharatas, know that you are all these living creatures, this field and the union of the Kshetrajna."
13,28,"He who sees the Supreme Being in all living beings with their souls, and who sees both as impermanent in this transitory body, is truly seen."
13,29,"Those who see that Lord, who is equal to all beings, the Supreme Soul, do not degrade themselves with their minds. Thus, they reach the Supreme Word."
13,30,It is the physical nature that does all the work (of the body) and the Jivatma actually does nothing - as one who understands has truly seen.
13,31,"When they see that all beings with different qualities are situated in the same Prakriti, and understand that they are all emanated from the same, they attain knowledge of Brahman."
13,32,"O son of Kunti, the Supreme Personality of Godhead is imperishable, eternal, without any physical attributes. Although present in the body, He does nothing, and is not at all tainted by material energy."
13,33,"Akasa (empty space) contains everything within itself, but being subtle, is not tainted by what it contains. Similarly, although all its consciousness is pervaded in the body, the soul is not affected by the qualities of the body."
13,34,"Just as one sun illuminates the entire solar system, so one soul illuminates the entire body (consciousness)."
13,35,"Those who observe the distinction of this ksetra and the ksetrajna with knowledge-eyes, and who know the method of liberation from material nature, attain the Supreme Padma."
14,1,"Sri Bhagavan said: I will once again explain to you this supreme education, the best of all knowledge; Knowing this, all the great saints attained the highest perfection."
14,2,Those who take refuge in this knowledge will reach me. They are neither reborn at the time of creation nor destroyed at the time of Pralaya.
14,3,"Its all physical nature, womb. Into it I introduce different souls, thus all living beings are born. O son of Kunti, this physical nature is the womb and I am the seed-giving father of all the living beings born."
14,4,"Its all physical nature, womb. Into it I introduce different souls, thus all living beings are born. O son of Kunti, this physical nature is the womb and I am the seed-giving father of all the living beings born."
14,5,"O great-armed Arjuna, the physical nature of energy consists of the three gunas – the sattva guna, the rajo guna, and the tamo guna. It is these qualities that bind the imperishable eternal soul to the perishable body."
14,6,"Among these the sattva guna is holier than the rest, it is luminous and most salutary.  O sinless one, interest in knowledge and pleasure ensnares the soul."
14,7,"O Arjuna, Rajo Guna is full of sensuality. It is born of worldly desires and affections and binds the soul with interest in lustful deeds."
14,8,"O Arjuna, the tamo guna, born of ignorance, is the cause of the delusion of living souls.  It makes all living beings deluded by indifference, laziness and sleep."
14,9,Sattva binds one to material pleasures; Rajo guna makes the soul interested in karma; And tamo guna covers knowledge and binds one to delusion.
14,10,Sometimes Sattva has the upper hand over Rajotamas. Sometimes Rajo Guna dominates Sattva and Tamogunas; And some times Tamoguna overcomes Sattvarajo Gunas.
14,11,"When all the portals of the body are illumined by knowledge, know that it is the manifestation of sattva guna. When Rajo guna prevails, O Arjuna, lobha (greed), industry for worldly gain, depression, and yava increase. O Arjuna – Ignorance, inertia, indifference, and lust – these are the main characteristics of Tamo Guna."
14,12,"When all the portals of the body are illumined by knowledge, know that it is the manifestation of sattva guna. When Rajo guna prevails, O Arjuna, lobha (greed), industry for worldly gain, depression, and yava increase. O Arjuna – Ignorance, inertia, indifference, and lust – these are the main characteristics of Tamo Guna."
14,13,"When all the portals of the body are illumined by knowledge, know that it is the manifestation of sattva guna. When Rajo guna prevails, O Arjuna, lobha (greed), industry for worldly gain, depression, and yava increase. O Arjuna – Ignorance, inertia, indifference, and lust – these are the main characteristics of Tamo Guna."
14,14,Those who are sattva-guna dominant and die reach the holy worlds (without rajas and tamas) where the wise are. Rajo Guna predominates and those who die are born in those who are inspired by deeds; Those who die under the influence of tamo guna are born in animal life.
14,15,Those who are sattva-guna dominant and die reach the holy worlds (without rajas and tamas) where the wise are. Rajo Guna predominates and those who die are born in those who are inspired by deeds; Those who die under the influence of tamo guna are born in animal life.
14,16,"The fruits of deeds done in Sattva Guna give holy results. Actions done in Rajo Guna cause sorrows, and actions done in Tamo Guna cause darkness of ignorance."
14,17,"Sattva gives rise to knowledge, Rajo gives rise to greed (greed), and tamo gives rise to indifference and lust (delusion)."
14,18,Those who are in sattva go to the upper worlds; Those who are in the Rajo Guna remain in the middle (of the worlds); Those who dwell in their own nature are degraded.
14,19,"Whenever the wise know that in all actions, these tri-gunas are done and there is nothing else, and know that I am beyond these - they attain my divine nature."
14,20,"By transcending the trigunas of physical nature, one is freed from the miseries of birth, death and old age and attains immortality."
14,21,"Arjuna asked: What are the characteristics of one who is beyond the tri-gunas of nature, O Lord? How do they behave? How do they become beyond the bonds of tri-gunas?"
14,22,"Sri Bhagavan spoke: O Arjuna, those who are beyond these trigunas - neither hate (born in sattva guna) light, (born in rajo guna) activity, nor (born in tamo guna) delusion - when they are abundant, nor do they desire them when they are absent. They are neutral and indifferent to the qualities of nature and are not disturbed by them. Knowing that the gunas are acting, they remain still in the soul."
14,23,"Sri Bhagavan spoke: O Arjuna, those who are beyond these trigunas - neither hate (born in sattva guna) light, (born in rajo guna) activity, nor (born in tamo guna) delusion - when they are abundant, nor do they desire them when they are absent. They are neutral and indifferent to the qualities of nature and are not disturbed by them. Knowing that the gunas are acting, they remain still in the soul."
14,24,"There was only one way in happiness and sorrow; They were based in the sense of the soul; Clay, stone, and gold were all looked upon with the same value; were alike in favorable or unfavorable circumstances; The intelligent ones; Both were received equally by the blasphemers; They used to take honor and shame in the same way; Enemy and friend were seen alike; Those who have given up all striving - these are said to be beyond the trigunas."
14,25,"There was only one way in happiness and sorrow; They were based in the sense of the soul; Clay, stone, and gold were all looked upon with the same value; were alike in favorable or unfavorable circumstances; The intelligent ones; Both were received equally by the blasphemers; They used to take honor and shame in the same way; Enemy and friend were seen alike; Those who have given up all striving - these are said to be beyond the trigunas."
14,26,Those who serve Me through pure devotion transcend the trigunas of nature and reach the level of Brahman.
14,27,"I am the basis of that eternal, immutable formless Brahman, eternal Dharma and infinite divine bliss."
15,1,"Sri Bhagavanu Palikenu: It is said about the Asvattha Vriksha which is an orthodox tree with roots upwards and branches downwards. Its leaves are Vedic mantras, and those who know the secret of this tree know the Vedas."
15,2,"Nourished by the tri-gunas, the branches of this tree, extending up and down, sense objects are like gums to them. For karma to flow in human form, the roots of the tree are rooted downwards. Below, its roots spread out into branches, causing karma in the human world."
15,3,"The real nature of this tree is not known in this world, nor is its beginning, end or orthodox existence understood. But, this deep-rooted tree of indifference must be cut down by the strong ax of apathy/vairagya. Then the beginning of that tree should be sought, that is God, from whom the production of this world took place long ago. After taking refuge in Him, we will not enter this world again."
15,4,"The real nature of this tree is not known in this world, nor is its beginning, end or orthodox existence understood. But, this deep-rooted tree of indifference must be cut down by the strong ax of apathy/vairagya. Then the beginning of that tree should be sought, that is God, from whom the production of this world took place long ago. After taking refuge in Him, we will not enter this world again."
15,5,"Those who are free from avarice and lust, who have conquered lust, who are eternally in the mind of God, who have no desire to experience sensual pleasures, who are beyond pleasures, sorrows and dualities - such liberated beings attain my Parampada."
15,6,"Neither the sun, nor the moon, nor the fire can illuminate my supreme abode. People who went there never return to this physical world."
15,7,"The living souls in the material world are the eternal aspects of Me. But, bound by physical energy, they are struggling with the six senses which are connected with the mind."
15,8,"Just as the wind carries the fragrance from one place to another, so the soul, leaving the old body and entering the new body, takes the mind and senses along with it."
15,9,"With the perception of the sense organs - ears, eyes, skin, tongue and nose - which are dependent on the mind, the living soul enjoys the sense objects."
15,10,Ignorant people do not notice the Jivatman - either when it is in the body enjoying sense objects or when it leaves the body. But those with wise eyes can see it.
15,11,"Even the assiduous yogis are able to know the soul residing in the body. But, no matter how hard they try, those who are not purified in the inner world will not be able to know it."
15,12,Know that I am the effulgence of the sun that illuminates the entire solar system. Know that the radiance of the moon and the light of fire emanate from me.
15,13,"Pervading and pervading the earth, I nourish all beings by My energy. Being the moon, I nourish all the plants."
15,14,"I assume the form of Jatharagni, the soul-drinking soul in the stomachs of living beings, to digest and digest the four kinds of food."
15,15,"I am present in the hearts of all beings, and from Me arise memory, knowledge, and forgetfulness. I am the only one to be known through all the Vedas, I am the author of Vedanta, and I am the knower of Vedardha."
15,16,"There are two types of living beings in creation, Ksharams (perishable) and Aksharmas (imperishable). All that exists in the physical world is alkali. Aksharams are beings who have attained salvation."
15,17,"Besides these, there is that Purushottam, the imperishable Supreme Soul. He enters the universe as the eternal God and sustains all living beings."
15,18,"I am beyond this ephemeral material substance, and beyond the imperishable soul. Therefore I am glorified in the Vedas and Smritis as the Supreme Divine Man."
15,19,"He who knows me without doubt as the Supreme Purushotta, has perfect knowledge. O Arjuna, they worship me wholeheartedly."
15,20,"I have revealed to you, Arjuna, the most mysterious principle of Vedic science. One who understands this becomes wise, and accomplishes all that is to be attained."
16,1,"Sri Bhagavanu Palikenu: O descendant of Bharata, these are the qualities of a person of divine wealth - fearlessness, untainted mind, determination in spiritual knowledge, charity, restraint of senses, performance of sacrifices, recitation of holy scriptures, penance and openness; non-violence, truthfulness, non-anger, self-sacrifice, peace, non-fault-finding, kindness to all living beings, non-covetousness, gentleness, modesty and stillness; Strength, forgiveness, equanimity, cleanliness, no enmity towards anyone and no hypocrisy."
16,2,"Sri Bhagavanu Palikenu: O descendant of Bharata, these are the qualities of a person of divine wealth - fearlessness, untainted mind, determination in spiritual knowledge, charity, restraint of senses, performance of sacrifices, recitation of holy scriptures, penance and openness; non-violence, truthfulness, non-anger, self-sacrifice, peace, non-fault-finding, kindness to all living beings, non-covetousness, gentleness, modesty and stillness; Strength, forgiveness, equanimity, cleanliness, no enmity towards anyone and no hypocrisy."
16,3,"Sri Bhagavanu Palikenu: O descendant of Bharata, these are the qualities of a person of divine wealth - fearlessness, untainted mind, determination in spiritual knowledge, charity, restraint of senses, performance of sacrifices, recitation of holy scriptures, penance and openness; non-violence, truthfulness, non-anger, self-sacrifice, peace, non-fault-finding, kindness to all living beings, non-covetousness, gentleness, modesty and stillness; Strength, forgiveness, equanimity, cleanliness, no enmity towards anyone and no hypocrisy."
16,4,"O Partha, arrogance, arrogance, pride, anger, rudeness, and ignorance are the qualities of those with demonic nature."
